User_ID,Platform,Subscription_Tier,AI_Feature_Used,User_Mood_Pre_Watch,Device_Type,Content_Type,Region,Data_Privacy_Setting,Engagement_Score,Daily_Viewing_Time_Min,Churn_Risk_Probability,Monthly_Subscription_Cost_USD,AI_Feature_Satisfaction,Content_Items_Watched,Weekly_Sessions
USR-00741,Netflix,Premium AI-Plus,Real-time Voice Dubbing,Stressed,AI-Integrated TV,Movies,Latin America,Low,58,186,0.1163,29.77,6.39,2,5
USR-00742,Netflix,Premium AI-Plus,Mood-Based Playlist,Anxious,Foldable Phone,Movies,Europe,Medium,100,101,0.518,27.89,10.0,1,1
USR-00743,Prime Video,Ad-Supported,AI-Generated Summary,Bored,Foldable Phone,Gaming,North America,Medium,69,162,0.4052,0.35,6.72,5,6
USR-00744,Netflix,Premium AI-Plus,AI-Generated Summary,Energetic,Foldable Phone,Movies,Asia Pacific,Medium,84,109,0.1762,21.56,8.24,1,3
USR-00745,YouTube,Premium AI-Plus,AI-Generated Summary,Stressed,Foldable Phone,Movies,Middle East & Africa,High,88,152,0.1919,28.39,9.44,2,4
USR-00746,YouTube,Standard,Mood-Based Playlist,Energetic,Foldable Phone,Shorts,Europe,Medium,87,77,0.4957,10.58,9.16,26,1
USR-00747,YouTube,Standard,AI-Generated Summary,Stressed,Foldable Phone,Movies,North America,Low,82,206,0.136,10.88,8.76,2,8
USR-00748,YouTube,Premium AI-Plus,AI-Generated Summary,Anxious,AI-Integrated TV,Education,Middle East & Africa,Low,100,44,0.4229,28.16,10.0,2,5
USR-00749,Disney+ AI,Standard,Virtual Background Sync,Bored,Foldable Phone,Education,North America,Medium,94,182,0.4243,9.87,9.95,8,6
USR-00750,Prime Video,Ad-Supported,Virtual Background Sync,Happy,Foldable Phone,Shorts,North America,High,50,58,0.1676,3.98,5.34,19,1
USR-00751,YouTube,Ad-Supported,Real-time Voice Dubbing,Bored,Foldable Phone,Movies,Middle East & Africa,Medium,49,179,0.5955,4.96,5.95,2,6
USR-00752,YouTube,Ad-Supported,Mood-Based Playlist,Anxious,Smart Glasses,Shorts,North America,Low,60,91,0.1649,1.56,6.6,30,2
USR-00753,YouTube,Standard,AI-Generated Summary,Anxious,Apple Vision Pro,Shorts,Middle East & Africa,Medium,71,71,0.439,11.63,7.77,24,4
USR-00754,YouTube,Ad-Supported,Virtual Background Sync,Anxious,AI-Integrated TV,Shorts,Middle East & Africa,Medium,64,87,0.4066,2.5,6.73,29,2
USR-00755,TikTok,Standard,Virtual Background Sync,Energetic,Foldable Phone,Movies,Asia Pacific,High,51,62,0.0324,13.53,5.47,1,3
USR-00756,Netflix,Standard,Personalized Story Ending,Energetic,Smart Glasses,Movies,Latin America,Medium,77,103,0.1141,10.8,8.27,1,4
USR-00757,YouTube,Premium AI-Plus,Mood-Based Playlist,Stressed,Foldable Phone,Movies,North America,Medium,100,198,0.4843,20.08,10.0,2,6
USR-00758,Apple TV+,Standard,Real-time Voice Dubbing,Anxious,Apple Vision Pro,Shorts,Europe,Low,55,123,0.3748,13.95,6.36,41,4
USR-00759,Netflix,Premium AI-Plus,Personalized Story Ending,Energetic,Smart Glasses,Shorts,Europe,Low,100,136,0.0542,22.82,10.0,45,3
USR-00760,YouTube,Premium AI-Plus,AI-Generated Summary,Bored,Foldable Phone,Education,Middle East & Africa,High,48,155,0.2823,28.13,5.03,7,5
USR-00761,Disney+ AI,Ad-Supported,AI-Generated Summary,Happy,AI-Integrated TV,Movies,North America,High,39,72,0.364,2.1,4.22,1,3
USR-00762,Netflix,Standard,Mood-Based Playlist,Anxious,Smart Glasses,Gaming,Latin America,High,66,73,0.1292,10.42,6.73,2,3
USR-00763,Netflix,Ad-Supported,Personalized Story Ending,Energetic,Foldable Phone,Movies,Latin America,High,84,126,0.3123,2.88,9.39,1,6
USR-00764,Netflix,Premium AI-Plus,Mood-Based Playlist,Bored,Foldable Phone,Movies,Asia Pacific,Medium,48,155,0.3916,34.13,6.03,2,2
USR-00765,Prime Video,Standard,AI-Generated Summary,Anxious,AI-Integrated TV,Shorts,Asia Pacific,Medium,37,103,0.4306,15.89,3.33,34,2
USR-00766,Netflix,Ad-Supported,Mood-Based Playlist,Happy,Foldable Phone,Movies,Latin America,High,60,53,0.2649,0.13,6.25,1,1
USR-00767,Netflix,Ad-Supported,Mood-Based Playlist,Happy,AI-Integrated TV,Education,North America,Medium,51,87,0.5037,5.94,5.69,4,3
USR-00768,Netflix,Standard,AI-Generated Summary,Energetic,AI-Integrated TV,Education,Latin America,Medium,40,97,0.463,11.48,4.63,4,5
USR-00769,Netflix,Premium AI-Plus,AI-Generated Summary,Happy,Smart Glasses,Movies,Asia Pacific,Medium,90,82,0.2287,28.1,9.21,1,3
USR-00770,TikTok,Premium AI-Plus,Mood-Based Playlist,Stressed,AI-Integrated TV,Movies,North America,High,71,162,0.0171,20.93,8.04,2,9
USR-00771,YouTube,Ad-Supported,AI-Generated Summary,Energetic,Smart Glasses,Movies,North America,Medium,49,45,0.3903,3.96,4.77,1,1
USR-00772,TikTok,Ad-Supported,Personalized Story Ending,Stressed,AI-Integrated TV,Education,Asia Pacific,Medium,48,224,0.1843,5.08,5.43,10,9
USR-00773,TikTok,Standard,Mood-Based Playlist,Energetic,Foldable Phone,Movies,North America,High,49,96,0.4397,9.07,5.65,1,3
USR-00774,Prime Video,Standard,Mood-Based Playlist,Energetic,Foldable Phone,Gaming,North America,Low,35,143,0.4123,12.49,4.5,4,7
USR-00775,Netflix,Ad-Supported,Virtual Background Sync,Energetic,Foldable Phone,Movies,Asia Pacific,Low,75,106,0.3607,3.32,7.31,1,3
USR-00776,Prime Video,Ad-Supported,Mood-Based Playlist,Stressed,Foldable Phone,Shorts,Europe,Medium,52,186,0.2924,3.45,6.17,62,7
USR-00777,TikTok,Premium AI-Plus,Real-time Voice Dubbing,Stressed,Smart Glasses,Movies,Latin America,Medium,62,159,0.4676,20.18,7.45,2,7
USR-00778,Netflix,Standard,Mood-Based Playlist,Happy,Foldable Phone,Gaming,Asia Pacific,High,40,91,0.1075,13.24,4.63,3,1
USR-00779,Disney+ AI,Standard,Personalized Story Ending,Anxious,Foldable Phone,Gaming,North America,Medium,72,92,0.4463,13.39,7.76,3,4
USR-00780,Prime Video,Standard,Mood-Based Playlist,Anxious,Foldable Phone,Movies,Europe,High,76,92,0.5761,15.6,8.3,1,4
USR-00781,YouTube,Standard,Virtual Background Sync,Happy,Foldable Phone,Movies,North America,Medium,67,139,0.242,9.2,6.7,1,3
USR-00782,Prime Video,Standard,Real-time Voice Dubbing,Anxious,Foldable Phone,Shorts,Middle East & Africa,Medium,33,84,0.2283,11.64,3.44,28,3
USR-00783,YouTube,Ad-Supported,Mood-Based Playlist,Stressed,AI-Integrated TV,Shorts,Middle East & Africa,High,62,175,0.1395,0.75,6.4,58,6
USR-00784,TikTok,Ad-Supported,Real-time Voice Dubbing,Happy,Foldable Phone,Gaming,Latin America,Low,60,73,0.1123,3.52,6.15,2,3
USR-00785,Apple TV+,Premium AI-Plus,Virtual Background Sync,Bored,Foldable Phone,Shorts,Europe,Low,71,185,0.0648,31.98,7.51,62,4
USR-00786,YouTube,Premium AI-Plus,Real-time Voice Dubbing,Bored,AI-Integrated TV,Education,North America,Low,78,154,0.3472,21.33,8.35,7,7
USR-00787,Prime Video,Standard,Personalized Story Ending,Happy,Apple Vision Pro,Movies,North America,Low,64,80,0.1189,14.34,7.19,1,6
USR-00788,YouTube,Ad-Supported,Personalized Story Ending,Energetic,Smart Glasses,Education,North America,Medium,61,137,0.0887,4.01,7.36,6,5
USR-00789,Prime Video,Ad-Supported,Mood-Based Playlist,Energetic,AI-Integrated TV,Education,North America,Low,41,86,0.1251,1.79,4.7,4,1
USR-00790,TikTok,Ad-Supported,Personalized Story Ending,Happy,AI-Integrated TV,Shorts,Latin America,Medium,56,61,0.3741,1.6,6.28,20,4
USR-00791,Netflix,Premium AI-Plus,Virtual Background Sync,Bored,Foldable Phone,Education,Europe,High,64,211,0.0611,23.34,6.32,10,7
USR-00792,YouTube,Premium AI-Plus,Real-time Voice Dubbing,Bored,Apple Vision Pro,Shorts,Europe,Medium,99,158,0.0606,29.89,10.0,53,3
USR-00793,YouTube,Standard,Mood-Based Playlist,Happy,Foldable Phone,Gaming,Asia Pacific,Medium,42,118,0.5181,12.99,5.01,3,5
USR-00794,Netflix,Premium AI-Plus,Virtual Background Sync,Happy,AI-Integrated TV,Movies,Asia Pacific,Medium,100,119,0.499,34.22,10.0,1,5
USR-00795,Netflix,Ad-Supported,AI-Generated Summary,Happy,Foldable Phone,Movies,Latin America,High,59,101,0.5769,1.36,6.68,1,5
USR-00796,YouTube,Standard,Personalized Story Ending,Energetic,AI-Integrated TV,Shorts,Europe,Low,61,101,0.076,9.33,6.55,34,5
USR-00797,Netflix,Ad-Supported,Virtual Background Sync,Happy,Smart Glasses,Education,Asia Pacific,High,57,72,0.1653,4.15,5.66,3,5
USR-00798,Netflix,Ad-Supported,AI-Generated Summary,Anxious,Foldable Phone,Education,Europe,Medium,63,91,0.1015,3.71,7.42,4,3
USR-00799,Disney+ AI,Premium AI-Plus,Real-time Voice Dubbing,Anxious,Apple Vision Pro,Shorts,Latin America,High,50,126,0.3175,22.43,5.6,42,4
USR-00800,Disney+ AI,Premium AI-Plus,Personalized Story Ending,Stressed,Foldable Phone,Education,Asia Pacific,Medium,90,159,0.3058,27.09,9.37,7,3
USR-00801,Disney+ AI,Ad-Supported,AI-Generated Summary,Bored,AI-Integrated TV,Gaming,North America,Low,79,154,0.1585,0.64,7.89,4,6
USR-00802,YouTube,Ad-Supported,Mood-Based Playlist,Energetic,Apple Vision Pro,Gaming,Asia Pacific,High,52,44,0.1628,2.5,5.88,1,1
USR-00803,Prime Video,Standard,Mood-Based Playlist,Happy,Foldable Phone,Movies,Middle East & Africa,Low,63,93,0.1508,14.42,6.82,1,3
USR-00804,TikTok,Ad-Supported,Virtual Background Sync,Bored,Foldable Phone,Shorts,Europe,High,39,155,0.1337,5.13,4.22,52,3
USR-00805,Netflix,Standard,AI-Generated Summary,Anxious,Foldable Phone,Shorts,Asia Pacific,Medium,85,128,0.4135,10.85,8.96,43,6
USR-00806,Netflix,Standard,Mood-Based Playlist,Energetic,Apple Vision Pro,Gaming,North America,Low,63,101,0.0528,13.08,6.84,3,5
USR-00807,Disney+ AI,Ad-Supported,Virtual Background Sync,Bored,Foldable Phone,Shorts,Asia Pacific,Medium,53,171,0.0713,3.73,4.67,57,4
USR-00808,Netflix,Ad-Supported,Mood-Based Playlist,Bored,AI-Integrated TV,Gaming,Latin America,Medium,80,183,0.6575,4.89,8.29,5,7
USR-00809,YouTube,Ad-Supported,AI-Generated Summary,Happy,Apple Vision Pro,Education,Asia Pacific,Medium,40,88,0.4213,2.65,4.18,4,2
USR-00810,Apple TV+,Premium AI-Plus,AI-Generated Summary,Anxious,Smart Glasses,Shorts,Middle East & Africa,High,100,95,0.3331,30.14,10.0,32,1
USR-00811,Netflix,Standard,Virtual Background Sync,Stressed,Smart Glasses,Gaming,North America,Low,66,147,0.3118,15.41,7.04,4,3
USR-00812,Netflix,Standard,Mood-Based Playlist,Bored,Foldable Phone,Shorts,North America,Low,68,181,0.2704,10.8,7.75,60,6
USR-00813,Apple TV+,Ad-Supported,AI-Generated Summary,Energetic,Smart Glasses,Shorts,Middle East & Africa,Low,94,84,0.2462,4.18,9.35,28,3
USR-00814,TikTok,Standard,Personalized Story Ending,Bored,AI-Integrated TV,Shorts,North America,High,60,175,0.0465,13.37,6.23,58,6
USR-00815,Netflix,Ad-Supported,Real-time Voice Dubbing,Bored,AI-Integrated TV,Education,Asia Pacific,Low,34,134,0.3562,2.06,3.92,6,4
USR-00816,Prime Video,Ad-Supported,Mood-Based Playlist,Stressed,Foldable Phone,Gaming,Asia Pacific,High,68,134,0.5751,2.73,7.39,4,6
USR-00817,Prime Video,Standard,Mood-Based Playlist,Energetic,Apple Vision Pro,Gaming,Europe,High,73,71,0.2216,15.43,8.02,2,2
USR-00818,TikTok,Standard,Mood-Based Playlist,Anxious,Foldable Phone,Movies,Asia Pacific,Medium,69,88,0.5003,14.4,7.58,1,1
USR-00819,TikTok,Ad-Supported,Virtual Background Sync,Bored,AI-Integrated TV,Shorts,Asia Pacific,Medium,48,202,0.3715,0.31,4.45,67,6
USR-00820,YouTube,Standard,Mood-Based Playlist,Stressed,Foldable Phone,Education,Asia Pacific,Medium,47,86,0.4125,15.86,5.35,4,1
USR-00821,Netflix,Premium AI-Plus,Real-time Voice Dubbing,Bored,AI-Integrated TV,Education,North America,Low,79,227,0.0877,20.85,8.14,10,6
USR-00822,TikTok,Ad-Supported,AI-Generated Summary,Bored,AI-Integrated TV,Education,Asia Pacific,Medium,46,134,0.3249,5.94,4.68,6,4
USR-00823,YouTube,Ad-Supported,Virtual Background Sync,Stressed,AI-Integrated TV,Gaming,Middle East & Africa,Medium,88,176,0.3919,2.04,8.73,5,7
USR-00824,TikTok,Standard,Virtual Background Sync,Stressed,Foldable Phone,Gaming,North America,Low,58,189,0.1323,12.35,6.1,5,4
USR-00825,Prime Video,Ad-Supported,Real-time Voice Dubbing,Energetic,AI-Integrated TV,Movies,Middle East & Africa,Medium,76,72,0.3305,4.81,8.22,1,1
USR-00826,Netflix,Standard,Personalized Story Ending,Happy,Smart Glasses,Gaming,Europe,Low,55,99,0.415,13.91,5.71,3,3
USR-00827,TikTok,Standard,Mood-Based Playlist,Stressed,Foldable Phone,Movies,Europe,Low,53,155,0.3799,14.59,5.43,2,7
USR-00828,YouTube,Standard,Mood-Based Playlist,Happy,Foldable Phone,Education,North America,Medium,80,83,0.2103,14.83,8.58,4,2
USR-00829,Prime Video,Standard,Personalized Story Ending,Bored,Foldable Phone,Movies,Middle East & Africa,High,75,127,0.1057,11.23,8.41,1,4
USR-00830,YouTube,Standard,Mood-Based Playlist,Happy,Apple Vision Pro,Education,Middle East & Africa,High,70,76,0.3662,9.05,7.97,3,1
USR-00831,TikTok,Premium AI-Plus,Personalized Story Ending,Happy,Foldable Phone,Shorts,Asia Pacific,Low,74,122,0.0335,26.36,8.03,41,6
USR-00832,TikTok,Ad-Supported,AI-Generated Summary,Energetic,Smart Glasses,Movies,North America,Medium,55,129,0.5298,1.23,5.87,1,4
USR-00833,YouTube,Ad-Supported,AI-Generated Summary,Bored,Foldable Phone,Shorts,Middle East & Africa,Medium,55,146,0.6822,3.18,5.91,49,5
USR-00834,TikTok,Standard,Real-time Voice Dubbing,Energetic,Apple Vision Pro,Gaming,Asia Pacific,Medium,72,73,0.1433,12.04,7.43,2,2
USR-00835,Disney+ AI,Ad-Supported,AI-Generated Summary,Stressed,Foldable Phone,Gaming,Latin America,Low,60,142,0.0711,3.8,6.12,4,6
USR-00836,TikTok,Ad-Supported,Virtual Background Sync,Happy,Foldable Phone,Gaming,North America,Medium,64,108,0.5726,5.56,6.41,3,3
USR-00837,Disney+ AI,Ad-Supported,Mood-Based Playlist,Stressed,Apple Vision Pro,Shorts,Asia Pacific,Medium,73,168,0.3261,1.67,8.13,56,7
USR-00838,Apple TV+,Standard,Real-time Voice Dubbing,Happy,Foldable Phone,Movies,Europe,Medium,44,80,0.1096,9.67,5.14,1,1
USR-00839,YouTube,Ad-Supported,Mood-Based Playlist,Happy,Foldable Phone,Education,Europe,Low,31,71,0.1652,3.49,3.87,3,1
USR-00840,TikTok,Standard,Mood-Based Playlist,Anxious,Foldable Phone,Education,Europe,Medium,75,104,0.1858,14.3,8.4,5,4
USR-00841,Netflix,Premium AI-Plus,Real-time Voice Dubbing,Bored,AI-Integrated TV,Gaming,North America,Low,100,163,0.5136,26.09,10.0,5,5
USR-00842,Prime Video,Standard,AI-Generated Summary,Happy,AI-Integrated TV,Movies,Asia Pacific,Medium,40,104,0.4486,14.12,4.01,1,3
USR-00843,TikTok,Ad-Supported,Personalized Story Ending,Stressed,Foldable Phone,Gaming,Asia Pacific,High,72,163,0.0214,3.42,7.8,5,6
USR-00844,YouTube,Premium AI-Plus,Virtual Background Sync,Anxious,Foldable Phone,Movies,Asia Pacific,Low,81,113,0.3491,22.92,8.68,1,6
USR-00845,Netflix,Ad-Supported,Personalized Story Ending,Stressed,Foldable Phone,Education,Latin America,Medium,64,174,0.3725,4.51,7.16,8,5
USR-00846,Prime Video,Premium AI-Plus,Virtual Background Sync,Stressed,Foldable Phone,Movies,Asia Pacific,Medium,85,155,0.4021,21.59,8.65,2,7
USR-00847,YouTube,Standard,Virtual Background Sync,Energetic,Smart Glasses,Movies,Europe,Medium,48,81,0.0908,10.79,4.62,1,3
USR-00848,TikTok,Ad-Supported,Virtual Background Sync,Energetic,Apple Vision Pro,Movies,Asia Pacific,Medium,78,40,0.3197,1.88,7.71,1,2
USR-00849,Netflix,Premium AI-Plus,AI-Generated Summary,Stressed,AI-Integrated TV,Gaming,North America,Medium,71,180,0.131,34.83,7.31,5,6
USR-00850,Apple TV+,Standard,Personalized Story Ending,Anxious,Apple Vision Pro,Gaming,Middle East & Africa,Medium,29,60,0.1853,9.6,3.94,2,1
USR-00851,Netflix,Standard,Personalized Story Ending,Bored,Foldable Phone,Gaming,Europe,Medium,65,189,0.1577,11.14,7.26,5,7
USR-00852,Netflix,Standard,Mood-Based Playlist,Happy,Apple Vision Pro,Shorts,Europe,Low,77,58,0.185,12.91,7.57,19,2
USR-00853,Prime Video,Standard,Virtual Background Sync,Happy,Apple Vision Pro,Education,Middle East & Africa,Low,74,72,0.094,10.47,7.64,3,2
USR-00854,Prime Video,Standard,Virtual Background Sync,Happy,Apple Vision Pro,Shorts,Middle East & Africa,High,42,52,0.0738,10.73,4.57,17,1
USR-00855,Netflix,Premium AI-Plus,Virtual Background Sync,Happy,Foldable Phone,Movies,Europe,Medium,91,124,0.2863,24.22,9.56,1,4
USR-00856,YouTube,Ad-Supported,Real-time Voice Dubbing,Happy,Foldable Phone,Gaming,North America,Medium,81,100,0.3479,4.04,8.57,3,4
USR-00857,Disney+ AI,Standard,AI-Generated Summary,Stressed,AI-Integrated TV,Shorts,Latin America,Medium,79,166,0.543,12.0,8.02,55,5
USR-00858,Prime Video,Standard,AI-Generated Summary,Stressed,AI-Integrated TV,Shorts,Europe,Medium,37,128,0.1237,11.21,3.69,43,5
USR-00859,YouTube,Standard,AI-Generated Summary,Energetic,AI-Integrated TV,Shorts,Europe,Medium,55,81,0.7578,10.68,5.96,27,1
USR-00860,TikTok,Standard,AI-Generated Summary,Energetic,Foldable Phone,Gaming,Asia Pacific,Low,75,104,0.1905,10.49,7.76,3,1
USR-00861,Disney+ AI,Standard,Personalized Story Ending,Happy,Smart Glasses,Movies,Latin America,High,71,113,0.2925,10.39,7.5,1,3
USR-00862,Disney+ AI,Premium AI-Plus,Mood-Based Playlist,Bored,AI-Integrated TV,Shorts,North America,High,89,140,0.3378,31.16,9.58,47,7
USR-00863,Disney+ AI,Ad-Supported,AI-Generated Summary,Happy,Foldable Phone,Shorts,Europe,High,85,71,0.5046,3.54,8.92,24,3
USR-00864,TikTok,Ad-Supported,AI-Generated Summary,Energetic,AI-Integrated TV,Gaming,Europe,Low,46,63,0.4114,4.87,5.0,2,3
USR-00865,Netflix,Standard,AI-Generated Summary,Happy,Apple Vision Pro,Movies,Asia Pacific,Medium,58,114,0.1904,13.64,6.34,1,5
USR-00866,Prime Video,Ad-Supported,Personalized Story Ending,Stressed,Foldable Phone,Movies,Asia Pacific,High,58,116,0.3255,0.15,5.93,1,2
USR-00867,Prime Video,Ad-Supported,AI-Generated Summary,Bored,Foldable Phone,Movies,Middle East & Africa,High,42,180,0.3968,4.79,4.45,2,6
USR-00868,Prime Video,Ad-Supported,AI-Generated Summary,Happy,Smart Glasses,Shorts,Asia Pacific,Low,96,19,0.3412,3.31,9.59,6,4
USR-00869,Netflix,Standard,Personalized Story Ending,Bored,AI-Integrated TV,Movies,Europe,Low,69,192,0.2145,12.87,7.62,2,5
USR-00870,Netflix,Premium AI-Plus,Mood-Based Playlist,Anxious,AI-Integrated TV,Gaming,North America,Medium,49,65,0.1529,26.5,5.73,2,5
USR-00871,Disney+ AI,Standard,Personalized Story Ending,Energetic,AI-Integrated TV,Movies,Europe,Low,66,118,0.0603,13.98,7.61,1,1
USR-00872,Netflix,Ad-Supported,AI-Generated Summary,Happy,AI-Integrated TV,Shorts,North America,Low,91,57,0.4704,3.97,9.58,19,4
USR-00873,Apple TV+,Premium AI-Plus,Real-time Voice Dubbing,Anxious,AI-Integrated TV,Shorts,Europe,Medium,69,95,0.6069,29.0,6.67,32,6
USR-00874,YouTube,Ad-Supported,Personalized Story Ending,Happy,AI-Integrated TV,Shorts,North America,Low,60,102,0.2464,5.48,7.09,34,4
USR-00875,Disney+ AI,Premium AI-Plus,Real-time Voice Dubbing,Bored,AI-Integrated TV,Gaming,Latin America,Medium,76,148,0.0537,22.62,8.26,4,8
USR-00876,Prime Video,Standard,Personalized Story Ending,Anxious,AI-Integrated TV,Gaming,Middle East & Africa,Medium,52,40,0.2899,14.81,6.35,1,2
USR-00877,YouTube,Ad-Supported,Mood-Based Playlist,Bored,Smart Glasses,Gaming,Europe,Low,87,151,0.3072,0.45,9.58,4,3
USR-00878,YouTube,Standard,Mood-Based Playlist,Bored,AI-Integrated TV,Shorts,North America,High,94,153,0.1455,9.5,9.58,51,5
USR-00879,TikTok,Ad-Supported,Virtual Background Sync,Anxious,Foldable Phone,Shorts,North America,Medium,79,109,0.1006,2.41,7.63,36,2
USR-00880,TikTok,Premium AI-Plus,AI-Generated Summary,Stressed,Smart Glasses,Movies,Latin America,High,100,145,0.2233,27.06,10.0,2,7
USR-00881,YouTube,Ad-Supported,Real-time Voice Dubbing,Happy,Foldable Phone,Shorts,North America,Low,56,110,0.1233,4.89,5.97,37,4
USR-00882,TikTok,Premium AI-Plus,Personalized Story Ending,Energetic,AI-Integrated TV,Education,Latin America,Medium,79,133,0.0176,33.65,8.62,6,3
USR-00883,Apple TV+,Premium AI-Plus,Mood-Based Playlist,Stressed,AI-Integrated TV,Movies,Europe,Medium,71,103,0.038,26.93,8.33,1,3
USR-00884,YouTube,Premium AI-Plus,AI-Generated Summary,Anxious,Apple Vision Pro,Movies,Asia Pacific,High,76,94,0.4373,34.85,7.47,1,1
USR-00885,Netflix,Premium AI-Plus,Virtual Background Sync,Anxious,Foldable Phone,Gaming,Europe,Low,49,77,0.043,29.31,4.98,2,5
USR-00886,YouTube,Ad-Supported,Personalized Story Ending,Anxious,AI-Integrated TV,Shorts,Middle East & Africa,Medium,67,105,0.3309,5.57,7.57,35,3
USR-00887,YouTube,Standard,Real-time Voice Dubbing,Happy,AI-Integrated TV,Education,North America,Low,30,79,0.1016,12.98,3.57,4,2
USR-00888,Netflix,Premium AI-Plus,Personalized Story Ending,Bored,Smart Glasses,Movies,Latin America,High,51,158,0.3693,29.12,5.81,2,5
USR-00889,Netflix,Standard,Personalized Story Ending,Happy,AI-Integrated TV,Education,Asia Pacific,Medium,87,53,0.1508,10.32,9.68,2,2
USR-00890,TikTok,Ad-Supported,Virtual Background Sync,Bored,AI-Integrated TV,Gaming,Asia Pacific,Medium,63,130,0.2978,4.98,7.26,4,6
USR-00891,YouTube,Ad-Supported,Real-time Voice Dubbing,Energetic,Smart Glasses,Gaming,Middle East & Africa,Medium,57,91,0.3567,5.02,6.07,3,2
USR-00892,Apple TV+,Ad-Supported,Personalized Story Ending,Anxious,Foldable Phone,Shorts,Asia Pacific,Low,75,46,0.0529,0.05,8.66,15,3
USR-00893,YouTube,Premium AI-Plus,AI-Generated Summary,Stressed,Foldable Phone,Movies,Europe,Low,94,127,0.2099,28.15,9.61,1,4
USR-00894,Netflix,Standard,Mood-Based Playlist,Happy,AI-Integrated TV,Movies,Europe,Medium,62,93,0.2428,14.9,6.42,1,4
USR-00895,Disney+ AI,Standard,Real-time Voice Dubbing,Bored,AI-Integrated TV,Gaming,Asia Pacific,Medium,44,169,0.2803,11.96,5.15,5,8
USR-00896,Prime Video,Premium AI-Plus,Virtual Background Sync,Stressed,AI-Integrated TV,Movies,North America,Medium,94,144,0.2091,23.74,9.86,2,5
USR-00897,YouTube,Ad-Supported,Real-time Voice Dubbing,Anxious,AI-Integrated TV,Movies,Middle East & Africa,Low,59,82,0.2029,1.45,6.61,1,4
USR-00898,Netflix,Premium AI-Plus,Virtual Background Sync,Stressed,Foldable Phone,Movies,North America,High,85,146,0.4402,31.57,9.36,2,7
USR-00899,Netflix,Ad-Supported,Virtual Background Sync,Stressed,Apple Vision Pro,Education,North America,Medium,42,169,0.3201,5.36,3.92,8,5
USR-00900,TikTok,Ad-Supported,AI-Generated Summary,Stressed,Foldable Phone,Movies,Europe,Medium,35,130,0.2094,5.95,4.0,1,3
USR-00901,YouTube,Ad-Supported,Real-time Voice Dubbing,Happy,Foldable Phone,Shorts,Asia Pacific,Medium,81,45,0.2182,1.58,8.29,15,1
USR-00902,YouTube,Ad-Supported,Real-time Voice Dubbing,Stressed,AI-Integrated TV,Gaming,North America,Medium,71,177,0.1092,5.21,7.66,5,4
USR-00903,Netflix,Standard,AI-Generated Summary,Bored,AI-Integrated TV,Education,North America,Medium,76,195,0.3019,10.99,7.74,9,6
USR-00904,YouTube,Standard,Virtual Background Sync,Bored,Apple Vision Pro,Gaming,Middle East & Africa,High,58,123,0.2597,14.37,6.12,4,5
USR-00905,Apple TV+,Ad-Supported,Personalized Story Ending,Happy,Foldable Phone,Shorts,Europe,Low,68,54,0.4894,0.53,7.63,18,3
USR-00906,TikTok,Ad-Supported,AI-Generated Summary,Happy,Foldable Phone,Movies,Latin America,Medium,67,138,0.0994,1.0,7.09,1,5
USR-00907,YouTube,Standard,Mood-Based Playlist,Happy,Foldable Phone,Movies,Europe,Medium,77,102,0.2068,15.2,7.95,1,3
USR-00908,Netflix,Ad-Supported,Mood-Based Playlist,Energetic,Apple Vision Pro,Movies,Latin America,Medium,55,121,0.18,4.66,6.29,1,3
USR-00909,YouTube,Premium AI-Plus,Personalized Story Ending,Bored,Foldable Phone,Shorts,Europe,Low,64,128,0.2093,28.51,6.81,43,5
USR-00910,YouTube,Premium AI-Plus,Virtual Background Sync,Happy,Apple Vision Pro,Shorts,Europe,High,100,110,0.0931,21.23,10.0,37,4
USR-00911,Disney+ AI,Standard,AI-Generated Summary,Stressed,Foldable Phone,Shorts,Europe,Medium,78,132,0.6055,15.05,8.02,44,5
USR-00912,Prime Video,Standard,Virtual Background Sync,Stressed,AI-Integrated TV,Shorts,Middle East & Africa,Medium,83,142,0.2155,15.85,8.65,47,5
USR-00913,Prime Video,Standard,Real-time Voice Dubbing,Happy,Foldable Phone,Gaming,North America,Medium,58,93,0.1925,14.02,5.91,3,2
USR-00914,Apple TV+,Standard,Mood-Based Playlist,Stressed,Apple Vision Pro,Movies,Europe,High,47,132,0.2358,10.37,5.61,1,3
USR-00915,Apple TV+,Premium AI-Plus,Personalized Story Ending,Energetic,AI-Integrated TV,Education,Europe,Medium,75,76,0.071,28.68,8.1,3,1
USR-00916,Apple TV+,Premium AI-Plus,Personalized Story Ending,Stressed,Apple Vision Pro,Gaming,Middle East & Africa,Low,98,137,0.2332,31.83,10.0,4,3
USR-00917,Netflix,Standard,Mood-Based Playlist,Stressed,Smart Glasses,Movies,Europe,Low,60,112,0.3987,15.38,6.33,1,4
USR-00918,Netflix,Standard,AI-Generated Summary,Happy,AI-Integrated TV,Shorts,Europe,Medium,26,38,0.7868,10.68,2.86,13,3
USR-00919,YouTube,Premium AI-Plus,AI-Generated Summary,Stressed,AI-Integrated TV,Education,Asia Pacific,High,80,164,0.2238,26.07,8.62,7,6
USR-00920,TikTok,Ad-Supported,Personalized Story Ending,Bored,Foldable Phone,Education,Latin America,Medium,22,141,0.3151,5.19,3.14,6,5
