Platform,Subscription_Tier,AI_Feature_Used,User_Mood_Pre_Watch,Device_Type,Content_Type,Region,Data_Privacy_Setting,Engagement_Score,Daily_Viewing_Time_Min,Churn_Risk_Probability,Monthly_Subscription_Cost_USD,AI_Feature_Satisfaction,Content_Items_Watched,Weekly_Sessions
YouTube,Standard,AI-Generated Summary,Stressed,Smart Glasses,Shorts,Latin America,High,69,138,0.1159,6.46,5.81,1,1
Prime Video,Ad-Supported,Virtual Background Sync,Energetic,Foldable Phone,Movies,North America,Low,62,56,0.3279,29.09,8.36,22,4
YouTube,Standard,Personalized Story Ending,Happy,AI-Integrated TV,Shorts,Asia Pacific,Low,88,145,0.3592,0.78,7.74,1,1
YouTube,Standard,Mood-Based Playlist,Bored,Smart Glasses,Movies,Middle East & Africa,Low,71,240,0.1712,16.82,8.87,40,2
Apple TV+,Standard,Personalized Story Ending,Anxious,Foldable Phone,Gaming,Europe,Low,31,154,0.1218,25.19,7.65,2,4
Netflix,Standard,AI-Generated Summary,Happy,Apple Vision Pro,Gaming,North America,Low,72,166,0.1043,27.3,9.21,1,6
YouTube,Standard,AI-Generated Summary,Anxious,Foldable Phone,Gaming,Asia Pacific,High,30,67,0.307,24.0,8.77,8,6
Prime Video,Standard,Real-time Voice Dubbing,Stressed,Foldable Phone,Education,Europe,Low,69,35,0.1196,28.94,8.94,2,5
TikTok,Premium AI-Plus,Real-time Voice Dubbing,Anxious,Foldable Phone,Education,Europe,Low,60,103,0.0941,7.43,8.53,1,5
YouTube,Ad-Supported,AI-Generated Summary,Bored,Apple Vision Pro,Education,Asia Pacific,High,90,17,0.2243,28.25,9.35,1,5
YouTube,Standard,Personalized Story Ending,Anxious,AI-Integrated TV,Education,Middle East & Africa,Low,62,171,0.2677,11.58,5.0,2,3
YouTube,Standard,AI-Generated Summary,Happy,AI-Integrated TV,Movies,Europe,Medium,69,92,0.2053,19.69,9.18,1,1
Disney+ AI,Ad-Supported,AI-Generated Summary,Energetic,Foldable Phone,Movies,Europe,Medium,75,218,0.3262,15.17,10.0,1,5
Disney+ AI,Ad-Supported,Personalized Story Ending,Bored,Foldable Phone,Education,North America,High,86,127,0.0197,28.7,9.85,1,3
YouTube,Premium AI-Plus,Real-time Voice Dubbing,Happy,AI-Integrated TV,Gaming,Europe,Low,49,143,0.2989,12.02,8.55,1,4
Netflix,Standard,AI-Generated Summary,Anxious,Foldable Phone,Movies,Middle East & Africa,High,60,86,0.2121,17.21,6.15,4,4
TikTok,Standard,Mood-Based Playlist,Anxious,Smart Glasses,Gaming,Middle East & Africa,Medium,36,125,0.141,34.99,8.84,1,3
TikTok,Standard,AI-Generated Summary,Happy,Foldable Phone,Education,Asia Pacific,Low,100,101,0.1277,11.6,4.59,2,3
YouTube,Standard,Mood-Based Playlist,Happy,Smart Glasses,Movies,Middle East & Africa,High,93,209,0.093,23.64,8.84,2,4
TikTok,Standard,AI-Generated Summary,Happy,Foldable Phone,Shorts,Asia Pacific,High,81,41,0.1665,24.1,8.67,1,7
Prime Video,Standard,Mood-Based Playlist,Happy,Smart Glasses,Shorts,Europe,High,71,130,0.014,25.43,8.12,1,1
YouTube,Standard,AI-Generated Summary,Anxious,Foldable Phone,Movies,Asia Pacific,High,31,97,0.1339,19.58,8.1,1,5
YouTube,Premium AI-Plus,AI-Generated Summary,Anxious,Apple Vision Pro,Shorts,Latin America,Low,57,101,0.2246,23.59,5.95,1,6
YouTube,Premium AI-Plus,Mood-Based Playlist,Bored,Foldable Phone,Education,Latin America,High,98,117,0.1635,9.46,9.2,76,3
Apple TV+,Standard,Personalized Story Ending,Energetic,AI-Integrated TV,Shorts,Asia Pacific,Medium,98,155,0.2203,3.94,6.13,3,1
Apple TV+,Premium AI-Plus,AI-Generated Summary,Happy,Foldable Phone,Shorts,Middle East & Africa,High,77,129,0.1891,10.32,8.3,3,1
Prime Video,Standard,Mood-Based Playlist,Happy,Apple Vision Pro,Education,Europe,High,91,113,0.0383,13.75,9.25,1,5
TikTok,Standard,Real-time Voice Dubbing,Stressed,AI-Integrated TV,Shorts,Europe,Low,66,209,0.3487,2.31,7.9,1,1
Netflix,Standard,AI-Generated Summary,Energetic,Foldable Phone,Education,North America,Low,64,204,0.2268,34.99,2.95,1,5
TikTok,Premium AI-Plus,Virtual Background Sync,Anxious,Apple Vision Pro,Movies,Middle East & Africa,Low,70,72,0.5433,10.95,8.86,1,3
YouTube,Standard,Personalized Story Ending,Stressed,AI-Integrated TV,Shorts,North America,High,71,205,0.2092,34.99,9.92,1,3
Apple TV+,Ad-Supported,AI-Generated Summary,Bored,Apple Vision Pro,Education,Asia Pacific,High,66,175,0.1485,8.5,8.76,2,2
Prime Video,Standard,Personalized Story Ending,Stressed,Foldable Phone,Gaming,North America,Medium,100,102,0.0653,14.31,9.16,1,5
Netflix,Standard,AI-Generated Summary,Bored,Apple Vision Pro,Education,North America,Low,93,183,0.0761,18.75,9.44,5,6
YouTube,Standard,Mood-Based Playlist,Stressed,Foldable Phone,Movies,Europe,Medium,47,118,0.064,10.08,7.07,1,6
Netflix,Standard,Personalized Story Ending,Happy,Apple Vision Pro,Shorts,North America,Low,100,67,0.2707,16.61,2.06,1,3
Disney+ AI,Premium AI-Plus,Personalized Story Ending,Energetic,Apple Vision Pro,Gaming,North America,Medium,90,71,0.2855,23.3,6.37,1,1
Prime Video,Standard,Personalized Story Ending,Anxious,AI-Integrated TV,Movies,Middle East & Africa,Low,62,141,0.5711,25.03,7.48,1,6
YouTube,Standard,Real-time Voice Dubbing,Stressed,Foldable Phone,Movies,North America,Low,65,87,0.2678,8.94,8.88,2,5
YouTube,Standard,Mood-Based Playlist,Happy,Apple Vision Pro,Gaming,Europe,Low,82,26,0.1088,29.12,8.19,6,1
YouTube,Premium AI-Plus,Mood-Based Playlist,Stressed,Smart Glasses,Shorts,Europe,Medium,100,148,0.1231,28.46,9.29,1,3
Disney+ AI,Standard,AI-Generated Summary,Happy,AI-Integrated TV,Education,Europe,High,93,83,0.4238,15.54,5.95,1,1
Prime Video,Standard,Virtual Background Sync,Stressed,Apple Vision Pro,Gaming,North America,Low,49,183,0.2592,8.86,6.05,1,4
YouTube,Premium AI-Plus,AI-Generated Summary,Anxious,AI-Integrated TV,Movies,Asia Pacific,Low,27,170,0.2545,12.78,8.82,3,6
TikTok,Ad-Supported,Real-time Voice Dubbing,Stressed,Foldable Phone,Movies,Europe,Medium,82,136,0.3535,10.69,7.02,1,6
Netflix,Standard,AI-Generated Summary,Energetic,Foldable Phone,Movies,Europe,Medium,92,201,0.0989,23.37,6.34,1,6
Prime Video,Standard,Virtual Background Sync,Stressed,Foldable Phone,Education,Latin America,Low,76,63,0.0891,14.87,10.0,1,6
Prime Video,Standard,Mood-Based Playlist,Stressed,Foldable Phone,Shorts,North America,Low,89,190,0.0439,13.39,9.93,13,6
Prime Video,Ad-Supported,Real-time Voice Dubbing,Stressed,Apple Vision Pro,Shorts,Latin America,Low,81,100,0.0025,20.17,5.45,1,2
YouTube,Standard,Mood-Based Playlist,Anxious,Apple Vision Pro,Shorts,Middle East & Africa,High,71,117,0.0805,12.09,6.96,2,3
YouTube,Standard,Virtual Background Sync,Bored,Foldable Phone,Movies,Europe,Low,46,53,0.3216,17.09,7.99,1,4
YouTube,Standard,AI-Generated Summary,Happy,Smart Glasses,Gaming,Middle East & Africa,High,50,155,0.164,12.17,9.13,3,1
Disney+ AI,Premium AI-Plus,Mood-Based Playlist,Bored,Apple Vision Pro,Shorts,Europe,Medium,63,245,0.1826,4.12,8.47,1,5
Netflix,Standard,Mood-Based Playlist,Happy,AI-Integrated TV,Shorts,North America,Medium,63,132,0.1642,1.91,5.87,1,1
YouTube,Ad-Supported,AI-Generated Summary,Energetic,Foldable Phone,Shorts,Asia Pacific,High,69,218,0.0561,9.89,8.37,1,6
YouTube,Standard,Real-time Voice Dubbing,Happy,Apple Vision Pro,Shorts,Europe,High,100,197,0.34,2.99,7.39,1,1
Prime Video,Standard,Mood-Based Playlist,Happy,Foldable Phone,Shorts,North America,Medium,95,184,0.7927,13.97,10.0,1,4
Netflix,Standard,AI-Generated Summary,Anxious,Foldable Phone,Gaming,Asia Pacific,Low,78,130,0.1031,13.2,9.04,2,5
YouTube,Premium AI-Plus,Mood-Based Playlist,Anxious,AI-Integrated TV,Gaming,Europe,Medium,87,99,0.2523,14.62,10.0,2,5
TikTok,Standard,AI-Generated Summary,Stressed,Foldable Phone,Movies,Europe,Low,58,155,0.0993,22.39,9.39,4,3
TikTok,Ad-Supported,Virtual Background Sync,Stressed,Foldable Phone,Gaming,Latin America,Medium,57,182,0.2398,14.48,9.38,1,6
Prime Video,Ad-Supported,Virtual Background Sync,Anxious,Smart Glasses,Gaming,Middle East & Africa,Medium,94,81,0.053,10.65,9.77,1,6
YouTube,Standard,AI-Generated Summary,Anxious,Foldable Phone,Gaming,Latin America,Medium,93,100,0.0969,11.19,8.01,32,6
Netflix,Ad-Supported,Mood-Based Playlist,Anxious,Foldable Phone,Education,Middle East & Africa,High,38,42,0.2996,0.0,5.2,43,1
YouTube,Standard,AI-Generated Summary,Happy,Apple Vision Pro,Education,Europe,Low,66,128,0.1251,0.0,6.42,3,5
Disney+ AI,Standard,Virtual Background Sync,Stressed,AI-Integrated TV,Shorts,Latin America,High,90,220,0.0821,15.38,7.45,1,6
Prime Video,Standard,Personalized Story Ending,Anxious,AI-Integrated TV,Gaming,Europe,Medium,57,167,0.3373,3.34,6.11,1,6
TikTok,Standard,AI-Generated Summary,Anxious,AI-Integrated TV,Shorts,Middle East & Africa,High,57,161,0.1326,8.12,7.57,2,6
YouTube,Premium AI-Plus,Real-time Voice Dubbing,Stressed,Foldable Phone,Shorts,North America,Medium,73,92,0.1681,10.54,8.54,1,3
YouTube,Standard,Virtual Background Sync,Stressed,Smart Glasses,Gaming,North America,High,62,94,0.2002,19.14,8.2,2,4
YouTube,Ad-Supported,Mood-Based Playlist,Happy,Apple Vision Pro,Gaming,North America,Medium,100,235,0.3957,0.0,10.0,41,5
YouTube,Standard,AI-Generated Summary,Bored,Foldable Phone,Gaming,Europe,High,80,142,0.2249,12.64,6.53,1,6
Apple TV+,Standard,Virtual Background Sync,Energetic,Foldable Phone,Shorts,Europe,Low,48,211,0.0025,1.08,7.83,1,5
Apple TV+,Standard,Virtual Background Sync,Anxious,AI-Integrated TV,Movies,Middle East & Africa,High,78,182,0.1838,4.72,8.87,1,1
Disney+ AI,Premium AI-Plus,Mood-Based Playlist,Anxious,Foldable Phone,Education,Asia Pacific,High,53,208,0.2124,19.76,7.7,1,5
Prime Video,Ad-Supported,Mood-Based Playlist,Energetic,Foldable Phone,Movies,Europe,Low,72,74,0.2374,8.59,9.94,1,3
Prime Video,Standard,AI-Generated Summary,Stressed,Foldable Phone,Movies,Asia Pacific,High,62,136,0.1544,10.67,3.55,2,5
Prime Video,Premium AI-Plus,AI-Generated Summary,Bored,Smart Glasses,Gaming,Asia Pacific,High,73,219,0.1862,24.65,9.21,1,1
Netflix,Premium AI-Plus,Real-time Voice Dubbing,Stressed,Smart Glasses,Shorts,Europe,Medium,58,183,0.3285,8.6,9.11,1,4
YouTube,Standard,Real-time Voice Dubbing,Stressed,AI-Integrated TV,Shorts,Europe,High,81,126,0.5929,9.78,10.0,9,4
Disney+ AI,Standard,Personalized Story Ending,Stressed,AI-Integrated TV,Movies,Asia Pacific,Low,97,182,0.1771,13.86,9.63,1,1
Netflix,Standard,Virtual Background Sync,Energetic,Smart Glasses,Movies,North America,Low,99,171,0.1374,19.67,9.57,1,7
TikTok,Standard,AI-Generated Summary,Happy,AI-Integrated TV,Shorts,Asia Pacific,Medium,68,187,0.3435,15.09,7.96,2,3
Prime Video,Ad-Supported,Real-time Voice Dubbing,Stressed,AI-Integrated TV,Gaming,Europe,High,95,179,0.1408,25.86,9.53,1,6
Netflix,Premium AI-Plus,Personalized Story Ending,Anxious,AI-Integrated TV,Movies,Europe,High,53,97,0.2212,13.02,5.49,1,1
TikTok,Standard,Mood-Based Playlist,Bored,AI-Integrated TV,Movies,Europe,Medium,100,204,0.586,10.11,7.52,1,6
YouTube,Standard,Real-time Voice Dubbing,Anxious,AI-Integrated TV,Shorts,North America,High,29,103,0.1969,16.51,8.7,1,1
Prime Video,Standard,Personalized Story Ending,Anxious,AI-Integrated TV,Movies,Asia Pacific,High,58,104,0.2276,16.72,6.15,1,7
YouTube,Standard,AI-Generated Summary,Stressed,Foldable Phone,Gaming,Europe,Medium,100,177,0.3474,31.32,7.17,1,3
YouTube,Premium AI-Plus,Real-time Voice Dubbing,Happy,AI-Integrated TV,Shorts,Latin America,High,83,120,0.088,12.79,8.96,2,5
YouTube,Premium AI-Plus,Real-time Voice Dubbing,Happy,Apple Vision Pro,Education,Europe,Medium,100,160,0.2204,20.35,7.32,2,2
Prime Video,Premium AI-Plus,Real-time Voice Dubbing,Stressed,Smart Glasses,Shorts,Europe,High,52,97,0.2747,11.04,4.64,1,1
Netflix,Standard,Virtual Background Sync,Stressed,Smart Glasses,Movies,Asia Pacific,Medium,64,146,0.4547,15.83,8.02,1,4
Disney+ AI,Standard,Personalized Story Ending,Energetic,Foldable Phone,Shorts,North America,Low,78,104,0.2508,5.08,3.42,1,6
YouTube,Standard,Mood-Based Playlist,Bored,Foldable Phone,Movies,Asia Pacific,Low,98,109,0.1337,3.03,9.1,1,6
YouTube,Premium AI-Plus,Mood-Based Playlist,Stressed,Foldable Phone,Education,Europe,Low,67,43,0.2394,8.54,7.92,3,5
YouTube,Ad-Supported,AI-Generated Summary,Happy,Foldable Phone,Education,North America,High,97,243,0.0025,20.35,8.79,1,6
Prime Video,Standard,AI-Generated Summary,Energetic,Foldable Phone,Gaming,Latin America,Medium,21,171,0.2369,4.44,9.66,3,5
Netflix,Standard,AI-Generated Summary,Energetic,AI-Integrated TV,Gaming,Latin America,Medium,58,210,0.2985,32.39,6.01,1,5
YouTube,Standard,Personalized Story Ending,Anxious,Smart Glasses,Movies,Middle East & Africa,Low,72,245,0.1426,0.02,8.34,1,5
Prime Video,Premium AI-Plus,Mood-Based Playlist,Bored,Foldable Phone,Shorts,Middle East & Africa,Medium,48,202,0.0085,0.53,8.44,62,5
YouTube,Ad-Supported,AI-Generated Summary,Happy,AI-Integrated TV,Gaming,Latin America,High,43,153,0.38,12.98,7.81,2,5
Prime Video,Ad-Supported,AI-Generated Summary,Bored,Foldable Phone,Shorts,North America,Medium,68,195,0.092,1.28,8.75,3,5
YouTube,Ad-Supported,Real-time Voice Dubbing,Stressed,Smart Glasses,Gaming,North America,Low,85,118,0.4498,16.97,8.84,43,1
Prime Video,Standard,Real-time Voice Dubbing,Anxious,Foldable Phone,Movies,North America,High,49,181,0.2484,16.23,9.7,5,7
Disney+ AI,Ad-Supported,AI-Generated Summary,Happy,Foldable Phone,Education,North America,Low,77,189,0.0025,12.37,5.84,1,5
YouTube,Standard,AI-Generated Summary,Happy,Foldable Phone,Shorts,Asia Pacific,Low,87,102,0.1662,10.53,7.49,52,5
YouTube,Standard,Mood-Based Playlist,Stressed,Foldable Phone,Gaming,Europe,Low,65,156,0.1341,27.06,7.29,3,7
Prime Video,Standard,AI-Generated Summary,Happy,AI-Integrated TV,Shorts,Asia Pacific,Low,21,159,0.2443,14.08,7.27,30,1
YouTube,Standard,Real-time Voice Dubbing,Stressed,Foldable Phone,Shorts,Europe,Low,92,50,0.2959,12.66,8.44,2,5
TikTok,Standard,Mood-Based Playlist,Bored,Foldable Phone,Education,Asia Pacific,Medium,83,88,0.0025,11.27,10.0,1,6
Apple TV+,Ad-Supported,Virtual Background Sync,Stressed,AI-Integrated TV,Movies,Asia Pacific,Low,42,188,0.0773,4.13,8.29,3,7
Prime Video,Ad-Supported,AI-Generated Summary,Stressed,AI-Integrated TV,Movies,Latin America,Medium,76,72,0.0812,8.89,9.46,29,8
YouTube,Standard,Mood-Based Playlist,Happy,Foldable Phone,Gaming,Middle East & Africa,Low,22,96,0.3563,27.08,7.38,1,1
Netflix,Standard,AI-Generated Summary,Energetic,Apple Vision Pro,Gaming,Latin America,Low,92,112,0.1961,20.69,8.44,1,3
Disney+ AI,Standard,Virtual Background Sync,Stressed,AI-Integrated TV,Shorts,Asia Pacific,Low,61,98,0.0053,14.62,8.84,12,7
YouTube,Premium AI-Plus,Real-time Voice Dubbing,Happy,Smart Glasses,Movies,Europe,Low,71,191,0.3395,3.31,5.47,1,1
Apple TV+,Standard,Mood-Based Playlist,Happy,Foldable Phone,Shorts,Asia Pacific,Low,79,141,0.1071,0.39,8.42,1,5
Disney+ AI,Ad-Supported,Mood-Based Playlist,Energetic,Apple Vision Pro,Shorts,Europe,Low,34,76,0.3442,13.41,7.06,2,5
YouTube,Standard,Mood-Based Playlist,Happy,AI-Integrated TV,Shorts,Asia Pacific,Low,100,47,0.255,4.16,7.0,1,5
YouTube,Premium AI-Plus,Mood-Based Playlist,Anxious,AI-Integrated TV,Education,Asia Pacific,Low,56,98,0.2002,25.74,10.0,38,4
Netflix,Ad-Supported,Mood-Based Playlist,Bored,Foldable Phone,Movies,Europe,Medium,67,132,0.1124,34.99,8.41,11,2
Disney+ AI,Standard,AI-Generated Summary,Happy,Apple Vision Pro,Shorts,Asia Pacific,High,65,193,0.2607,13.29,10.0,2,1
Netflix,Standard,AI-Generated Summary,Anxious,AI-Integrated TV,Gaming,Middle East & Africa,Medium,72,148,0.2029,13.83,8.69,2,4
YouTube,Ad-Supported,Personalized Story Ending,Anxious,Foldable Phone,Shorts,Asia Pacific,Low,75,78,0.448,15.58,7.76,29,6
YouTube,Standard,Virtual Background Sync,Energetic,Foldable Phone,Movies,Asia Pacific,Low,41,66,0.3703,11.55,7.82,4,4
TikTok,Standard,AI-Generated Summary,Energetic,Apple Vision Pro,Shorts,Latin America,Low,77,152,0.0025,30.48,8.66,55,4
YouTube,Standard,AI-Generated Summary,Stressed,Foldable Phone,Education,Latin America,Medium,54,180,0.0457,33.18,7.2,1,7
YouTube,Standard,Mood-Based Playlist,Energetic,AI-Integrated TV,Movies,Asia Pacific,Medium,58,206,0.0025,14.81,7.68,65,4
YouTube,Standard,AI-Generated Summary,Energetic,Apple Vision Pro,Education,North America,Medium,97,168,0.2029,25.65,6.7,3,7
Apple TV+,Standard,AI-Generated Summary,Anxious,AI-Integrated TV,Gaming,Middle East & Africa,Medium,41,129,0.3597,4.1,8.24,1,5
YouTube,Standard,Mood-Based Playlist,Stressed,Smart Glasses,Movies,Latin America,Medium,42,141,0.4911,16.1,8.86,37,6
Prime Video,Premium AI-Plus,Mood-Based Playlist,Bored,Apple Vision Pro,Gaming,Asia Pacific,Medium,52,138,0.1886,34.99,6.06,30,1
Prime Video,Premium AI-Plus,AI-Generated Summary,Energetic,Apple Vision Pro,Education,Europe,High,59,39,0.0054,9.82,9.81,1,5
TikTok,Premium AI-Plus,Virtual Background Sync,Anxious,Foldable Phone,Shorts,Latin America,Medium,97,98,0.159,10.47,8.59,8,7
YouTube,Standard,AI-Generated Summary,Energetic,Foldable Phone,Education,Asia Pacific,High,100,63,0.1835,32.18,9.05,1,4
YouTube,Standard,Personalized Story Ending,Stressed,AI-Integrated TV,Shorts,Europe,Low,100,74,0.2175,16.33,10.0,1,6
YouTube,Standard,Personalized Story Ending,Anxious,Apple Vision Pro,Gaming,Latin America,Medium,59,205,0.4085,33.24,7.58,8,1
YouTube,Ad-Supported,Personalized Story Ending,Anxious,Smart Glasses,Gaming,Europe,Medium,73,196,0.1357,16.51,8.67,2,6
YouTube,Standard,Mood-Based Playlist,Bored,Foldable Phone,Movies,Europe,Low,74,199,0.0153,21.73,9.81,27,6
TikTok,Ad-Supported,Personalized Story Ending,Bored,Foldable Phone,Gaming,North America,Low,79,201,0.1973,4.0,8.87,1,5
TikTok,Standard,Personalized Story Ending,Anxious,AI-Integrated TV,Movies,North America,Low,71,102,0.2998,14.18,10.0,1,1
YouTube,Standard,AI-Generated Summary,Energetic,AI-Integrated TV,Gaming,North America,Medium,56,133,0.0226,14.49,6.69,1,1
Prime Video,Standard,AI-Generated Summary,Bored,Foldable Phone,Shorts,Europe,Medium,76,111,0.326,8.98,10.0,60,1
YouTube,Standard,Personalized Story Ending,Happy,Smart Glasses,Shorts,Europe,Medium,70,205,0.1271,11.99,7.85,38,2
Netflix,Standard,AI-Generated Summary,Stressed,Foldable Phone,Shorts,Asia Pacific,Low,71,115,0.0025,32.34,9.22,1,5
Disney+ AI,Standard,AI-Generated Summary,Energetic,Smart Glasses,Shorts,Europe,Low,57,243,0.2865,14.11,6.01,3,5
YouTube,Ad-Supported,Virtual Background Sync,Energetic,Foldable Phone,Shorts,Middle East & Africa,Medium,62,115,0.1138,15.4,8.51,2,7
Disney+ AI,Standard,AI-Generated Summary,Happy,Smart Glasses,Education,North America,High,79,165,0.0084,22.54,6.38,2,3
Netflix,Ad-Supported,AI-Generated Summary,Anxious,Foldable Phone,Shorts,North America,Low,90,179,0.1575,16.55,9.42,1,6
Prime Video,Premium AI-Plus,Mood-Based Playlist,Stressed,AI-Integrated TV,Shorts,North America,Medium,57,206,0.3843,16.02,10.0,7,7
Apple TV+,Standard,AI-Generated Summary,Bored,Foldable Phone,Gaming,Europe,Low,64,116,0.119,9.81,8.95,42,6
Prime Video,Standard,Real-time Voice Dubbing,Happy,Foldable Phone,Shorts,North America,Medium,100,98,0.3669,19.48,9.86,2,1
YouTube,Ad-Supported,AI-Generated Summary,Bored,AI-Integrated TV,Education,Middle East & Africa,Low,69,76,0.2217,27.81,8.99,1,5
Apple TV+,Standard,Personalized Story Ending,Happy,AI-Integrated TV,Education,Latin America,Medium,78,106,0.2777,20.82,8.29,1,1
Netflix,Standard,AI-Generated Summary,Energetic,Apple Vision Pro,Shorts,Asia Pacific,Low,52,92,0.4636,27.29,9.74,1,4
Netflix,Ad-Supported,Mood-Based Playlist,Happy,Foldable Phone,Education,North America,High,32,118,0.1403,14.69,9.42,3,4
YouTube,Premium AI-Plus,AI-Generated Summary,Bored,Apple Vision Pro,Gaming,Europe,High,100,223,0.1597,14.56,6.81,1,5
YouTube,Ad-Supported,Personalized Story Ending,Energetic,Foldable Phone,Education,North America,High,100,59,0.1872,11.93,7.35,29,4
TikTok,Premium AI-Plus,AI-Generated Summary,Energetic,Foldable Phone,Education,Asia Pacific,Low,51,198,0.0713,27.41,7.28,1,1
YouTube,Standard,Virtual Background Sync,Stressed,Foldable Phone,Shorts,Middle East & Africa,Low,66,164,0.134,12.18,8.84,39,1
Apple TV+,Ad-Supported,Personalized Story Ending,Bored,AI-Integrated TV,Education,Latin America,Low,58,200,0.114,11.38,7.05,2,1
TikTok,Premium AI-Plus,Mood-Based Playlist,Bored,Apple Vision Pro,Shorts,Europe,Low,56,138,0.3385,12.2,8.81,1,3
YouTube,Premium AI-Plus,Mood-Based Playlist,Bored,Apple Vision Pro,Shorts,Europe,Medium,61,182,0.0025,10.8,10.0,1,3
Netflix,Premium AI-Plus,Virtual Background Sync,Bored,Smart Glasses,Gaming,Europe,Low,79,165,0.0395,6.0,6.99,2,5
Prime Video,Standard,AI-Generated Summary,Anxious,AI-Integrated TV,Shorts,Europe,High,100,129,0.0025,5.63,8.32,1,4
TikTok,Ad-Supported,Mood-Based Playlist,Bored,Smart Glasses,Shorts,Europe,High,70,126,0.1504,4.23,8.94,27,6
Disney+ AI,Standard,Mood-Based Playlist,Anxious,AI-Integrated TV,Gaming,North America,High,87,168,0.1568,9.68,10.0,2,4
YouTube,Standard,Virtual Background Sync,Anxious,Apple Vision Pro,Education,Middle East & Africa,High,70,227,0.336,0.0,9.05,2,5
Prime Video,Premium AI-Plus,Personalized Story Ending,Happy,Smart Glasses,Shorts,North America,Medium,100,178,0.276,34.95,6.99,1,1
Netflix,Premium AI-Plus,Virtual Background Sync,Energetic,Smart Glasses,Gaming,North America,Low,37,120,0.275,9.47,9.98,1,6
Disney+ AI,Ad-Supported,Mood-Based Playlist,Anxious,Foldable Phone,Education,Latin America,High,97,164,0.1968,15.95,9.36,1,5
YouTube,Standard,Mood-Based Playlist,Anxious,Apple Vision Pro,Shorts,Asia Pacific,Low,100,77,0.1223,4.31,9.59,22,6
Disney+ AI,Standard,AI-Generated Summary,Bored,AI-Integrated TV,Movies,Europe,Low,43,124,0.0025,15.52,9.6,3,6
YouTube,Standard,Real-time Voice Dubbing,Bored,AI-Integrated TV,Shorts,Asia Pacific,Medium,57,104,0.2595,23.19,10.0,1,1
Prime Video,Ad-Supported,AI-Generated Summary,Bored,AI-Integrated TV,Gaming,Europe,High,72,54,0.0387,18.51,3.12,19,3
YouTube,Premium AI-Plus,Mood-Based Playlist,Happy,Foldable Phone,Shorts,Middle East & Africa,Low,71,146,0.1609,12.83,7.05,1,5
TikTok,Premium AI-Plus,Mood-Based Playlist,Happy,AI-Integrated TV,Gaming,North America,Medium,84,219,0.1802,10.58,9.54,1,3
Netflix,Standard,Mood-Based Playlist,Bored,Apple Vision Pro,Gaming,Latin America,Low,62,83,0.298,13.97,8.57,9,5
TikTok,Standard,Virtual Background Sync,Happy,Foldable Phone,Education,Asia Pacific,Low,61,44,0.0025,31.87,8.72,6,6
TikTok,Premium AI-Plus,AI-Generated Summary,Anxious,Foldable Phone,Movies,Latin America,High,59,91,0.0025,22.15,5.33,1,5
YouTube,Premium AI-Plus,Mood-Based Playlist,Bored,AI-Integrated TV,Movies,North America,Low,86,153,0.0488,11.67,7.21,30,8
Disney+ AI,Premium AI-Plus,Mood-Based Playlist,Bored,Apple Vision Pro,Movies,Asia Pacific,Medium,76,167,0.2293,13.2,8.09,1,6
YouTube,Premium AI-Plus,Real-time Voice Dubbing,Happy,Foldable Phone,Movies,Asia Pacific,Low,19,103,0.0025,13.45,9.0,1,6
Apple TV+,Standard,AI-Generated Summary,Stressed,AI-Integrated TV,Shorts,Asia Pacific,Medium,98,202,0.4175,11.78,8.31,1,8
TikTok,Standard,AI-Generated Summary,Energetic,AI-Integrated TV,Shorts,Europe,High,78,141,0.3744,19.41,7.79,32,2
Disney+ AI,Ad-Supported,Mood-Based Playlist,Bored,Foldable Phone,Movies,Asia Pacific,Medium,72,196,0.097,15.8,5.55,7,5
Prime Video,Ad-Supported,AI-Generated Summary,Energetic,Foldable Phone,Education,Europe,Low,52,182,0.1542,34.99,7.42,1,2
YouTube,Ad-Supported,Personalized Story Ending,Bored,AI-Integrated TV,Gaming,Asia Pacific,High,90,101,0.0942,20.57,7.54,9,5
YouTube,Standard,AI-Generated Summary,Energetic,Smart Glasses,Shorts,Europe,Medium,71,38,0.2115,15.96,9.35,1,6
Prime Video,Ad-Supported,Virtual Background Sync,Happy,Foldable Phone,Movies,Europe,High,34,165,0.2517,14.18,2.36,61,7
Netflix,Standard,Mood-Based Playlist,Bored,Foldable Phone,Movies,North America,Medium,99,103,0.1287,12.41,7.86,1,5
TikTok,Premium AI-Plus,Real-time Voice Dubbing,Happy,Apple Vision Pro,Shorts,North America,Medium,96,33,0.1232,13.45,9.15,1,4
YouTube,Premium AI-Plus,AI-Generated Summary,Anxious,Apple Vision Pro,Education,Europe,Medium,45,132,0.1682,24.29,8.2,1,4
Disney+ AI,Ad-Supported,AI-Generated Summary,Anxious,Apple Vision Pro,Education,North America,Low,100,275,0.0025,34.16,8.04,1,7
Netflix,Standard,Mood-Based Playlist,Anxious,AI-Integrated TV,Gaming,Middle East & Africa,Medium,80,121,0.108,10.56,4.42,1,5
Netflix,Standard,Mood-Based Playlist,Stressed,Smart Glasses,Shorts,North America,Low,82,60,0.4477,8.95,7.25,1,4
Prime Video,Standard,Virtual Background Sync,Happy,AI-Integrated TV,Movies,Middle East & Africa,Medium,68,236,0.0511,25.85,7.97,3,5
Netflix,Ad-Supported,Mood-Based Playlist,Stressed,Apple Vision Pro,Movies,North America,Medium,79,106,0.1019,13.38,8.17,1,5
